game_date,away_team,home_team,away_pitcher,home_pitcher,home_pitcher_total_pitches,home_pitcher_avg_velocity,home_pitcher_avg_spin_rate,home_pitcher_avg_extension,home_pitcher_strikeouts,home_pitcher_whiffs,home_pitcher_avg_bat_speed,home_pitcher_avg_launch_angle,home_pitcher_avg_exit_velocity,home_pitcher_avg_swing_length,home_pitcher_games_played,away_pitcher_total_pitches,away_pitcher_avg_velocity,away_pitcher_avg_spin_rate,away_pitcher_avg_extension,away_pitcher_strikeouts,away_pitcher_whiffs,away_pitcher_avg_bat_speed,away_pitcher_avg_launch_angle,away_pitcher_avg_exit_velocity,away_pitcher_avg_swing_length,away_pitcher_games_played,home_wins,home_losses,home_run_diff,home_streak,home_games_played,home_win_pct,away_wins,away_losses,away_run_diff,away_streak,away_games_played,away_win_pct,winner,actual_winner
2025-07-23,KCR,CHC,SETH LUGO,COLIN REA,434.0,89.23,2090.85,6.61,19.0,0.0,69.77,15.22,83.7,7.25,5.0,468.0,85.04,2580.1,5.74,31.0,0.0,69.51,15.09,83.82,7.16,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,ROYALS,KCR
2025-07-23,STL,COL,ANDRE PALLANTE,TANNER GORDON,96.0,87.64,2165.43,6.11,3.0,0.0,72.76,15.83,81.9,7.43,1.0,474.0,89.66,2418.59,6.53,14.0,0.0,70.19,6.93,83.46,7.22,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,ROCKIES,COL
2025-07-23,MIL,SEA,QUINN PRIESTER,LUIS CASTILLO,438.4924406047516,88.92870410367172,2289.5807343412525,6.505075593952483,25.062634989200863,0.0,69.93645788336933,18.012419006479483,83.37937365010798,7.219913606911447,5.382289416846652,437.0,90.12,2266.88,6.35,36.0,0.0,69.25,6.8,83.71,7.2,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,BREWERS,MIL
2025-07-23,HOU,ARI,BRANDON WALTER,BRANDON PFAADT,462.0,89.67,2563.46,6.63,30.0,0.0,70.12,17.47,82.8,7.3,5.0,448.0,86.16,2293.19,6.65,27.0,0.0,70.28,20.21,81.31,7.24,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,ASTROS,HOU
2025-07-23,MIN,LAD,CHRIS PADDACK,TYLER GLASNOW,279.0,92.8,2605.13,7.57,23.0,0.0,69.18,14.43,84.19,7.13,3.0,531.0,89.68,2108.21,6.94,27.0,0.0,69.52,23.93,82.19,7.05,6.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,DODGERS,LAD
2025-07-21,DET,PIT,JACK FLAHERTY,PAUL SKENES,408.0,93.48,2157.58,6.66,31.0,0.0,68.87,20.16,81.8,7.13,5.0,451.0,87.85,2342.25,6.55,37.0,0.0,70.66,21.46,82.04,7.41,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,PIRATES,PIT
2025-07-21,SDP,MIA,RANDY VASQUEZ,EURY PEREZ,438.4924406047516,88.92870410367172,2289.5807343412525,6.505075593952483,25.062634989200863,0.0,69.93645788336933,18.012419006479483,83.37937365010798,7.219913606911447,5.382289416846652,448.5969827586207,88.94581896551725,2271.055818965517,6.511918103448275,25.176724137931036,0.0,69.97336206896551,17.93719827586207,83.3652155172414,7.211271551724138,5.456896551724138,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,PADRES,SDP
2025-07-21,BAL,CLE,TOMOYUKI SUGANO,TANNER BIBEE,454.0,87.84,2406.93,6.51,24.0,0.0,69.23,18.91,83.35,7.29,5.0,354.0,87.68,2284.78,6.21,13.0,0.0,71.28,18.76,84.93,7.29,4.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,GUARDIANS,CLE
2025-07-21,BOS,PHI,WALKER BUEHLER,ZACK WHEELER,525.0,92.79,2494.75,7.18,46.0,0.0,67.59,15.68,81.89,6.87,5.0,447.0,88.86,2324.54,6.6,14.0,0.0,70.66,14.03,82.41,7.25,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,PHILLIES,PHI
2025-07-21,CIN,WSH,BRADY SINGER,JAKE IRVIN,553.0,87.06,2356.49,6.99,24.0,0.0,70.98,15.93,84.92,7.15,6.0,405.0,88.03,2372.2,6.95,26.0,0.0,68.93,13.19,81.45,7.19,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,NATIONALS,WSH
2025-07-21,NYY,TOR,CARLOS RODON,KEVIN GAUSMAN,492.0,89.85,2022.57,6.77,28.0,0.0,71.02,18.88,81.8,7.4,5.0,448.5969827586207,88.94581896551725,2271.055818965517,6.511918103448275,25.176724137931036,0.0,69.97336206896551,17.93719827586207,83.3652155172414,7.211271551724138,5.456896551724138,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,BLUE JAYS,TOR
2025-07-21,LAA,NYM,TYLER ANDERSON,KODAI SENGA,140.0,86.72,2098.07,6.31,9.0,0.0,69.99,4.16,85.0,7.75,2.0,431.0,84.88,2119.66,6.1,21.0,0.0,71.52,25.69,81.19,7.35,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,METS,NYM
2025-07-21,SFG,ATL,HAYDEN BIRDSONG,BRYCE ELDER,467.0,88.03,2242.94,6.21,19.0,0.0,71.97,8.2,84.86,7.51,5.0,270.0,91.24,2242.19,6.52,13.0,0.0,69.7,26.02,86.04,7.1,4.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,BRAVES,ATL
2025-07-21,CHW,TBR,SEAN BURKE,SHANE BAZ,466.0,91.54,2421.69,6.32,34.0,0.0,70.05,18.29,82.07,7.02,5.0,442.0,88.25,2468.82,7.1,24.0,0.0,69.15,19.62,84.25,7.12,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,WHITE SOX,CHW
2025-07-21,OAK,TEX,JACOB LOPEZ,JACK LEITER,443.0,92.15,2281.39,6.87,27.0,0.0,70.69,29.55,85.09,7.13,5.0,421.0,84.56,2215.36,7.01,26.0,0.0,69.89,29.05,79.1,7.47,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,42.0,60.0,-141.0,L2,102.0,0.412,RANGERS,TEX
2025-07-21,KCR,CHC,NOAH CAMERON,RYAN BRASIER,109.0,90.75,2295.06,6.86,7.0,0.0,70.56,13.53,82.83,7.33,9.0,555.0,86.35,2226.19,6.29,32.0,0.0,70.73,15.34,83.91,7.37,6.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,ROYALS,KCR
2025-07-21,STL,COL,MICHAEL MCGREEVY,AUSTIN GOMBER,423.0,83.31,2168.53,6.65,16.0,0.0,70.91,17.76,84.17,7.41,5.0,168.0,88.47,2294.38,6.67,2.0,0.0,68.86,12.75,86.9,7.03,2.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,CARDINALS,STL
2025-07-21,MIL,SEA,BRANDON WOODRUFF,GEORGE KIRBY,450.0,91.02,2272.2,6.52,26.0,0.0,69.73,13.45,82.49,7.05,5.0,213.0,89.69,2253.74,6.51,23.0,0.0,70.3,29.04,82.26,7.17,3.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,BREWERS,MIL
2025-07-21,HOU,ARI,COLTON GORDON,ZAC GALLEN,466.0,88.82,2220.5,6.48,30.0,0.0,68.55,13.09,85.2,7.4,5.0,355.0,85.71,2257.28,6.78,14.0,0.0,70.62,23.38,80.63,7.36,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,ASTROS,HOU
2025-07-21,MIN,LAD,DAVID FESTA,SHOHEI OHTANI,158.0,92.7,2423.87,6.61,13.0,0.0,70.28,29.31,85.63,7.33,5.0,411.0,90.19,2251.91,6.97,24.0,0.0,69.72,20.08,81.67,7.28,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,DODGERS,LAD
2025-07-20,SFG,TOR,ROBBIE RAY,JOSE BERRIOS,438.4924406047516,88.92870410367172,2289.5807343412525,6.505075593952483,25.062634989200863,0.0,69.93645788336933,18.012419006479483,83.37937365010798,7.219913606911447,5.382289416846652,577.0,89.0,2204.5,6.02,34.0,0.0,70.42,20.45,83.46,7.28,6.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,BLUE JAYS,TOR
2025-07-20,BAL,TBR,TREVOR ROGERS,RYAN PEPIOT,518.0,91.38,2482.63,6.65,34.0,0.0,71.4,21.98,83.82,7.15,6.0,470.0,89.29,2132.5,6.66,26.0,0.0,70.54,16.69,81.91,7.25,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,ORIOLES,BAL
2025-07-20,CHW,PIT,AARON CIVALE,ANDREW HEANEY,372.0,85.24,2371.51,6.3,13.0,0.0,69.95,19.34,84.79,7.21,5.0,535.0,87.15,2570.54,5.52,19.0,0.0,69.74,22.99,84.26,7.22,6.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,WHITE SOX,CHW
2025-07-20,SDP,WSH,NICK PIVETTA,MACKENZIE GORE,478.0,89.38,2232.41,6.88,21.0,0.0,68.03,19.82,80.17,7.09,5.0,559.0,87.95,2465.39,6.77,39.0,0.0,68.88,22.95,84.76,7.09,6.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,PADRES,SDP
2025-07-20,LAA,PHI,JOSE SORIANO,RANGER SUAREZ,438.4924406047516,88.92870410367172,2289.5807343412525,6.505075593952483,25.062634989200863,0.0,69.93645788336933,18.012419006479483,83.37937365010798,7.219913606911447,5.382289416846652,448.5969827586207,88.94581896551725,2271.055818965517,6.511918103448275,25.176724137931036,0.0,69.97336206896551,17.93719827586207,83.3652155172414,7.211271551724138,5.456896551724138,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,ANGELS,LAA
2025-07-20,NYY,ATL,MARCUS STROMAN,GRANT HOLMES,581.0,88.6,2671.99,5.9,28.0,0.0,71.23,12.99,83.97,7.54,6.0,340.0,86.14,2430.65,5.79,12.0,0.0,70.5,9.76,80.22,7.37,4.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,YANKEES,NYY
2025-07-20,KCR,MIA,KRIS BUBIC,JANSON JUNK,471.0,87.96,2322.24,6.48,19.0,0.0,70.68,23.16,84.54,7.13,6.0,419.0,87.49,2317.64,6.83,27.0,0.0,68.29,11.32,83.51,7.09,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,ROYALS,KCR
2025-07-20,OAK,CLE,JEFFREY SPRINGS,GAVIN WILLIAMS,476.0,90.14,2267.82,6.92,28.0,0.0,70.37,19.09,82.86,7.28,5.0,556.0,85.26,1968.6,6.25,24.0,0.0,70.19,25.08,80.95,7.4,6.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,42.0,59.0,-136.0,L1,101.0,0.416,GUARDIANS,CLE
2025-07-20,CIN,NYM,ANDREW ABBOTT,DAVID PETERSON,449.0,87.51,2094.24,7.17,23.0,0.0,70.72,5.49,85.83,7.33,5.0,463.0,88.22,2451.55,6.28,19.0,0.0,70.82,23.33,80.15,7.29,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,METS,NYM
2025-07-20,BOS,CHC,GARRETT CROCHET,CADE HORTON,439.0,90.96,2407.89,6.21,18.0,0.0,69.03,12.49,83.24,7.41,5.0,490.0,91.74,2441.98,6.74,40.0,0.0,69.97,13.11,83.64,7.18,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,RED SOX,BOS
2025-07-20,MIN,COL,JOE RYAN,GERMAN MARQUEZ,438.4924406047516,88.92870410367172,2289.5807343412525,6.505075593952483,25.062634989200863,0.0,69.93645788336933,18.012419006479483,83.37937365010798,7.219913606911447,5.382289416846652,553.0,90.8,2344.41,6.69,43.0,0.0,70.11,26.2,83.08,6.99,6.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,TWINS,MIN
2025-07-20,HOU,SEA,HUNTER BROWN,BRYAN WOO,475.0,93.61,2300.89,6.48,37.0,0.0,70.55,23.31,82.73,7.06,5.0,558.0,92.79,2218.67,6.65,39.0,0.0,68.19,20.05,82.62,6.81,6.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,ASTROS,HOU
2025-07-20,MIL,LAD,JOSE QUINTANA,CLAYTON KERSHAW,413.0,84.39,2331.53,6.55,17.0,0.0,71.98,7.54,84.22,7.56,5.0,453.0,86.68,1973.72,6.54,18.0,0.0,70.74,20.87,85.14,7.31,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,BREWERS,MIL
2025-07-20,STL,ARI,MILES MIKOLAS,MERRILL KELLY,546.0,90.45,2316.95,6.02,32.0,0.0,71.29,17.79,80.64,7.34,6.0,413.0,86.94,2242.79,6.2,24.0,0.0,70.15,19.87,84.62,7.2,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,D-BACKS,ARI
2025-07-20,DET,TEX,TARIK SKUBAL,JACOB LATZ,366.0,88.62,2248.83,6.62,21.0,0.0,71.01,17.28,82.95,7.37,6.0,475.0,92.12,2114.43,6.49,47.0,0.0,68.69,20.04,80.17,7.2,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,TIGERS,DET
2025-07-19,SFG,TOR,LOGAN WEBB,ERIC LAUER,414.0,86.65,2199.2,6.1,29.0,0.0,70.07,25.16,82.39,7.1,5.0,582.0,88.97,1993.59,6.8,35.0,0.0,69.83,7.33,83.54,7.03,6.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,BLUE JAYS,TOR
2025-07-19,CIN,NYM,NICK MARTINEZ,CLAY HOLMES,550.0,89.62,2228.45,5.83,17.0,0.0,69.93,5.6,83.05,7.2,6.0,448.5969827586207,88.94581896551725,2271.055818965517,6.511918103448275,25.176724137931036,0.0,69.97336206896551,17.93719827586207,83.3652155172414,7.211271551724138,5.456896551724138,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,REDS,CIN
2025-07-19,KCR,MIA,MICHAEL WACHA,CAL QUANTRILL,393.0,89.32,2060.98,6.33,22.0,0.0,68.97,20.94,83.02,7.11,5.0,542.0,86.21,1926.21,6.69,25.0,0.0,68.42,19.06,79.24,7.19,6.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,MARLINS,MIA
2025-07-19,LAA,PHI,YUSEI KIKUCHI,TAIJUAN WALKER,241.0,87.99,2174.61,5.96,10.0,0.0,69.38,18.51,85.15,7.25,6.0,589.0,88.53,2235.53,6.71,45.0,0.0,70.65,19.13,83.52,7.37,6.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,PHILLIES,PHI
2025-07-19,CHW,PIT,ADRIAN HOUSER,MIKE BURROWS,403.0,89.98,2239.59,6.46,23.0,0.0,71.63,20.39,85.21,7.43,6.0,448.0,90.24,2096.26,6.82,21.0,0.0,70.12,13.11,84.27,7.19,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,WHITE SOX,CHW
2025-07-19,SDP,WSH,YU DARVISH,MITCHELL PARKER,434.0,88.45,2177.09,6.83,12.0,0.0,70.03,18.22,86.69,7.1,5.0,215.0,86.07,2495.59,6.62,8.0,0.0,69.45,3.67,84.31,7.42,3.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,NATIONALS,WSH
2025-07-19,DET,TEX,KEIDER MONTERO,KUMAR ROCKER,433.0,91.21,2157.0,6.72,21.0,0.0,70.1,13.64,83.6,7.3,5.0,283.0,88.38,2469.41,6.23,16.0,0.0,70.97,17.35,83.98,7.29,4.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,RANGERS,TEX
2025-07-19,BAL,TBR,DEAN KREMER,ZACK LITTELL,421.0,87.49,1804.3,6.13,21.0,0.0,70.66,17.5,85.42,7.2,5.0,402.0,87.94,2077.78,6.04,29.0,0.0,70.63,21.39,80.6,7.31,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,RAYS,TBR
2025-07-19,OAK,CLE,LUIS SEVERINO,LOGAN ALLEN,466.0,86.16,1974.61,6.28,24.0,0.0,70.61,17.12,83.41,7.12,5.0,468.0,91.93,2338.75,6.28,18.0,0.0,69.86,21.49,81.35,7.05,5.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,42.0,58.0,-130.0,W1,100.0,0.42,ATHLETICS,OAK
2025-07-19,STL,ARI,SONNY GRAY,RYNE NELSON,516.0,92.35,2318.88,6.86,28.0,0.0,69.49,26.12,84.69,6.96,6.0,418.0,87.28,2488.41,6.48,38.0,0.0,69.83,9.62,83.81,7.29,6.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,D-BACKS,ARI
2025-07-19,BOS,CHC,BRAYAN BELLO,SHOTA IMANAGA,428.0,86.19,2057.93,6.23,19.0,0.0,72.24,29.81,82.48,7.65,5.0,564.0,91.73,2257.24,6.34,29.0,0.0,70.29,14.63,83.68,7.2,6.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,CUBS,CHC
2025-07-19,NYY,ATL,WILL WARREN,JOEY WENTZ,256.0,89.15,2477.46,7.09,14.0,0.0,70.42,16.06,83.16,7.46,6.0,536.0,89.13,2596.55,6.7,27.0,0.0,70.47,17.02,83.2,7.03,6.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,YANKEES,NYY
2025-07-19,MIN,COL,ZEBBY MATTHEWS,ANTONIO SENZATELA,418.0,91.16,2314.01,6.02,17.0,0.0,69.65,15.91,86.67,7.0,5.0,77.0,92.17,2317.19,6.45,6.0,0.0,71.27,9.91,86.0,7.18,1.0,34.93333333333333,51.0,-129.53333333333333,,85.93333333333334,0.40613333333333335,33.78947368421053,50.78947368421053,-131.21052631578948,,84.57894736842105,0.3977894736842106,ROCKIES,COL
